flow,src,src_port,dst,dst_port,protocol,timestamp,duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,max_fpktl,mean_fpktl,std_fpktl,min_bpktl,max_bpktl,mean_bpktl,std_bpktl,flowBytesPerSecond,flowPktsPerSecond,mean_flowiat,std_flowiat,max_flowiat,min_flowiat,total_fiat,mean_fiat,std_fiat,max_fiat,min_fiat,total_biat,mean_biat,std_biat,max_biat,min_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,var_flowpktl,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,bAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,fSubFlowAvgPkts,fSubFlowAvgBytes,bSubFlowAvgPkts,bSubFlowAvgBytes,fInitWinSize,bInitWinSize,fDataPkts,fHeaderSizeMin,mean_active_s,std_active_s,max_active_s,min_active_s,mean_idle_s,std_idle_s,max_idle_s,min_idle_s,label
127.0.0.1:14110<->127.0.0.1:14110,127.0.0.1,14110,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.724311,1670912120.724311,0,0.0,0.0,1670912120.724311,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:42925<->127.0.0.1:42925,127.0.0.1,42925,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.729099,1670912120.729099,0,0.0,0.0,1670912120.729099,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:32998<->127.0.0.1:32998,127.0.0.1,32998,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.732892,1670912120.732892,0,0.0,0.0,1670912120.732892,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:45932<->127.0.0.1:45932,127.0.0.1,45932,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.731723,1670912120.731723,0,0.0,0.0,1670912120.731723,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:19743<->127.0.0.1:19743,127.0.0.1,19743,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.722401,1670912120.722401,0,0.0,0.0,1670912120.722401,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:47878<->127.0.0.1:47878,127.0.0.1,47878,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.730514,1670912120.730514,0,0.0,0.0,1670912120.730514,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:35015<->127.0.0.1:35015,127.0.0.1,35015,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.734027,1670912120.734027,0,0.0,0.0,1670912120.734027,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:22027<->127.0.0.1:22027,127.0.0.1,22027,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.735300,1670912120.735300,0,0.0,0.0,1670912120.735300,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:2662<->127.0.0.1:2662,127.0.0.1,2662,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.737923,1670912120.737923,0,0.0,0.0,1670912120.737923,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:1704<->127.0.0.1:1704,127.0.0.1,1704,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.740095,1670912120.740095,0,0.0,0.0,1670912120.740095,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:616<->127.0.0.1:616,127.0.0.1,616,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.736402,1670912120.736402,0,0.0,0.0,1670912120.736402,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:2766<->127.0.0.1:2766,127.0.0.1,2766,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.742853,1670912120.742853,0,0.0,0.0,1670912120.742853,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:19928<->127.0.0.1:19928,127.0.0.1,19928,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.744015,1670912120.744015,0,0.0,0.0,1670912120.744015,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:25579<->127.0.0.1:25579,127.0.0.1,25579,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.746273,1670912120.746273,0,0.0,0.0,1670912120.746273,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:1079<->127.0.0.1:1079,127.0.0.1,1079,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.745110,1670912120.745110,0,0.0,0.0,1670912120.745110,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:43704<->127.0.0.1:43704,127.0.0.1,43704,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.747405,1670912120.747405,0,0.0,0.0,1670912120.747405,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:5891<->127.0.0.1:5891,127.0.0.1,5891,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.748686,1670912120.748686,0,0.0,0.0,1670912120.748686,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:57994<->127.0.0.1:57994,127.0.0.1,57994,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.749732,1670912120.749732,0,0.0,0.0,1670912120.749732,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:37902<->127.0.0.1:37902,127.0.0.1,37902,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.741524,1670912120.741524,0,0.0,0.0,1670912120.741524,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:59343<->127.0.0.1:59343,127.0.0.1,59343,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.750834,1670912120.750834,0,0.0,0.0,1670912120.750834,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:62230<->127.0.0.1:62230,127.0.0.1,62230,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.752625,1670912120.752625,0,0.0,0.0,1670912120.752625,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:54328<->127.0.0.1:54328,127.0.0.1,54328,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.751754,1670912120.751754,0,0.0,0.0,1670912120.751754,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:792<->127.0.0.1:792,127.0.0.1,792,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.753464,1670912120.753464,0,0.0,0.0,1670912120.753464,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:49068<->127.0.0.1:49068,127.0.0.1,49068,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.754467,1670912120.754467,0,0.0,0.0,1670912120.754467,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:22801<->127.0.0.1:22801,127.0.0.1,22801,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.757769,1670912120.757769,0,0.0,0.0,1670912120.757769,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:27778<->127.0.0.1:27778,127.0.0.1,27778,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.755836,1670912120.755836,0,0.0,0.0,1670912120.755836,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:29983<->127.0.0.1:29983,127.0.0.1,29983,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.757045,1670912120.757045,0,0.0,0.0,1670912120.757045,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:36696<->127.0.0.1:36696,127.0.0.1,36696,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.759954,1670912120.759954,0,0.0,0.0,1670912120.759954,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:54414<->127.0.0.1:54414,127.0.0.1,54414,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.759296,1670912120.759296,0,0.0,0.0,1670912120.759296,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:39818<->127.0.0.1:39818,127.0.0.1,39818,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.760597,1670912120.760597,0,0.0,0.0,1670912120.760597,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:9574<->127.0.0.1:9574,127.0.0.1,9574,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.761260,1670912120.761260,0,0.0,0.0,1670912120.761260,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:49483<->127.0.0.1:49483,127.0.0.1,49483,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.761925,1670912120.761925,0,0.0,0.0,1670912120.761925,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:36624<->127.0.0.1:36624,127.0.0.1,36624,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.762818,1670912120.762818,0,0.0,0.0,1670912120.762818,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:17602<->127.0.0.1:17602,127.0.0.1,17602,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.758601,1670912120.758601,0,0.0,0.0,1670912120.758601,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:32440<->127.0.0.1:32440,127.0.0.1,32440,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.763495,1670912120.763495,0,0.0,0.0,1670912120.763495,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:2377<->127.0.0.1:2377,127.0.0.1,2377,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.764171,1670912120.764171,0,0.0,0.0,1670912120.764171,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:30676<->127.0.0.1:30676,127.0.0.1,30676,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.766179,1670912120.766179,0,0.0,0.0,1670912120.766179,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:53150<->127.0.0.1:53150,127.0.0.1,53150,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.767908,1670912120.767908,0,0.0,0.0,1670912120.767908,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:42587<->127.0.0.1:42587,127.0.0.1,42587,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.765437,1670912120.765437,0,0.0,0.0,1670912120.765437,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:59471<->127.0.0.1:59471,127.0.0.1,59471,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.770139,1670912120.770139,0,0.0,0.0,1670912120.770139,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:63421<->127.0.0.1:63421,127.0.0.1,63421,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.771242,1670912120.771242,0,0.0,0.0,1670912120.771242,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:38773<->127.0.0.1:38773,127.0.0.1,38773,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.771953,1670912120.771953,0,0.0,0.0,1670912120.771953,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:14547<->127.0.0.1:14547,127.0.0.1,14547,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.772613,1670912120.772613,0,0.0,0.0,1670912120.772613,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:53615<->127.0.0.1:53615,127.0.0.1,53615,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.764818,1670912120.764818,0,0.0,0.0,1670912120.764818,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:5970<->127.0.0.1:5970,127.0.0.1,5970,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.766941,1670912120.766941,0,0.0,0.0,1670912120.766941,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
127.0.0.1:14193<->127.0.0.1:14193,127.0.0.1,14193,127.0.0.1,1729,TCP,0,1,1,1,1078,0,1078,1078,1078.0,0.0,0,0,1078.0,0.0,1078.0,1,0.0,0.0,0,0,0,0.0,0.0,1670912120.769059,1670912120.769059,0,0.0,0.0,1670912120.769059,0,0,0,0,0,0,0,1,1,1078,1078,1078.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1078.0,1024.0,1024.0,0,0,0,0,0,0,1.0,1078.0,1.0,0.0,8192,8192,1,1064,0.0,0.0,0.0,0.0,0,0,0,0,None
